emp_no,first_name,last_name,title,dept_name,from_date,to_date
482335,Kwangyoen,Peck,Engineer,Development,1994-01-16,9999-01-01
482354,Jayson,Zockler,Staff,Research,1999-11-06,9999-01-01
482755,Jouni,Conia,Senior Staff,Marketing,1994-10-31,9999-01-01
482885,Shaunak,Brizzi,Assistant Engineer,Production,1988-09-02,9999-01-01
482905,Aral,Hebden,Senior Staff,Finance,1991-09-10,9999-01-01
482944,Duke,Journel,Senior Staff,Sales,1991-10-26,9999-01-01
483401,Rosita,Pokrovskii,Senior Staff,Sales,1996-08-03,9999-01-01
483675,Hausi,Kamber,Engineer,Production,1988-02-16,9999-01-01
483825,Marek,Mitchem,Senior Engineer,Production,1992-11-20,9999-01-01
483838,Sham,Kavanagh,Assistant Engineer,Production,1997-12-18,9999-01-01
483978,Dung,Tanemo,Senior Staff,Sales,1990-01-28,9999-01-01
484126,Manton,Lueh,Senior Staff,Human Resources,1989-04-07,9999-01-01
484142,Perry,Cooman,Senior Staff,Human Resources,1987-04-23,9999-01-01
484498,Herbert,Hammerschmidt,Engineer,Production,1996-08-22,9999-01-01
484756,Phule,Ruemmler,Engineer,Development,1990-08-09,9999-01-01
485253,Gladys,Parhami,Senior Staff,Customer Service,1996-07-20,9999-01-01
485489,Keiichiro,Armand,Assistant Engineer,Development,1986-12-14,9999-01-01
485577,Rafael,Menhoudj,Senior Engineer,Development,1997-04-27,9999-01-01
485579,Munehiro,Iwayama,Engineer,Development,1986-12-16,9999-01-01
485799,Yoshimitsu,Litvinov,Senior Staff,Research,1997-11-22,9999-01-01
485817,Mahmut,Bolotov,Engineer,Production,1997-02-21,9999-01-01
486068,Yefim,Bernardeschi,Senior Staff,Human Resources,1996-06-26,9999-01-01
486808,Geoffrey,Siochi,Senior Engineer,Quality Management,1998-12-27,9999-01-01
486918,Yagil,Remmers,Senior Staff,Sales,1994-11-01,9999-01-01
486956,Matt,Ruemmler,Engineer,Production,1993-10-14,9999-01-01
486958,Tonny,Kropf,Engineer,Development,1986-07-30,9999-01-01
487008,Zhigen,Raney,Senior Staff,Sales,1993-05-26,9999-01-01
487505,Uno,Jayawardene,Senior Staff,Research,1987-11-02,9999-01-01
487988,Ekawit,Schaft,Senior Staff,Human Resources,1990-05-20,9999-01-01
488095,Francoise,Hegner,Senior Staff,Customer Service,1997-12-23,9999-01-01
488142,Denis,Narlikar,Senior Staff,Sales,1991-07-01,9999-01-01
488482,Kensyu,Tsunoo,Engineer,Development,1999-12-05,9999-01-01
488540,Breannda,Maquelin,Senior Staff,Finance,1996-04-12,9999-01-01
488619,Georgy,Bennis,Engineer,Production,1998-04-11,9999-01-01
488693,Jiong,Zultner,Senior Engineer,Development,1993-03-10,9999-01-01
488707,Mihalis,Remmers,Senior Staff,Sales,1990-03-01,9999-01-01
488752,Nimmagadda,Baja,Senior Staff,Marketing,1994-02-09,9999-01-01
488788,Wuxu,Garigliano,Senior Staff,Customer Service,1990-09-21,9999-01-01
488984,Kendra,Junet,Senior Staff,Sales,1992-11-12,9999-01-01
489755,Matk,Chorvat,Senior Staff,Human Resources,1999-12-04,9999-01-01
489756,Kersti,Miculan,Senior Staff,Finance,1992-06-09,9999-01-01
489928,Satoru,Janetzko,Assistant Engineer,Development,1997-07-26,9999-01-01
490551,Lalit,Lindqvist,Engineer,Development,1998-11-07,9999-01-01
490557,Luise,Vigier,Engineer,Production,1994-07-01,9999-01-01
490568,Zita,Reistad,Senior Engineer,Development,1998-07-23,9999-01-01
490720,Younwoo,Samarati,Senior Engineer,Quality Management,2002-05-18,9999-01-01
491079,Kwangsub,Keirsey,Senior Engineer,Development,1992-02-04,9999-01-01
491162,Panayotis,Hempstead,Senior Engineer,Development,1994-08-29,9999-01-01
491478,Gill,Varman,Senior Staff,Sales,1988-06-18,9999-01-01
491596,Charmane,Pargas,Engineer,Production,1992-08-03,9999-01-01
491632,Gadiel,Perly,Senior Staff,Customer Service,1986-10-20,9999-01-01
492000,Valeska,Cools,Senior Staff,Human Resources,1993-12-16,9999-01-01
492052,Udo,Ratnakar,Staff,Customer Service,1999-11-30,9999-01-01
492217,Heekeun,Verhaegen,Senior Engineer,Development,1991-09-28,9999-01-01
492639,Sanjoy,Porenta,Engineer,Development,1997-07-10,9999-01-01
492677,Goetz,McAffer,Engineer,Production,1988-02-05,9999-01-01
493031,Hironoby,Jakobus,Senior Staff,Customer Service,1991-07-30,9999-01-01
493048,Muzhong,Berztiss,Senior Staff,Sales,1995-01-23,9999-01-01
493096,Sachem,Msuda,Engineer,Development,1995-04-07,9999-01-01
493744,Leni,Kropatsch,Senior Engineer,Production,1997-07-17,9999-01-01
494019,Morrie,Iisaku,Senior Staff,Marketing,1991-05-06,9999-01-01
494088,Phule,Dahlbom,Engineer,Production,1989-02-06,9999-01-01
494493,Masasuke,Koprowski,Staff,Marketing,1996-11-20,9999-01-01
494995,Yongmao,Pouyioutas,Senior Staff,Sales,1989-08-24,9999-01-01
496100,Pranjal,Reinhard,Staff,Customer Service,1995-05-08,9999-01-01
496970,Giordano,Maquelin,Senior Engineer,Production,1999-12-31,9999-01-01
496978,Danco,Debuse,Senior Staff,Marketing,1993-09-10,9999-01-01
497007,Oldrich,Adachi,Engineer,Customer Service,1998-08-09,9999-01-01
497174,Sanjiv,Bressoud,Engineer,Development,1993-04-27,9999-01-01
497340,Fayez,Keohane,Senior Staff,Marketing,1990-09-19,9999-01-01
497391,Paris,Lieblein,Engineer,Quality Management,1999-05-19,9999-01-01
497835,Shuho,Laurillard,Technique Leader,Production,1999-10-06,9999-01-01
498185,Caolyn,Marciano,Senior Engineer,Development,1999-06-06,9999-01-01
498337,Naraig,Docker,Staff,Sales,1997-05-17,9999-01-01
498456,Geraldo,Gerteisen,Senior Staff,Customer Service,1987-06-05,9999-01-01
498635,Florian,Pezzoli,Senior Staff,Sales,1988-07-22,9999-01-01
498838,Sanjay,Ciolek,Senior Staff,Research,1989-12-13,9999-01-01
498845,Arumugam,Pelc,Senior Engineer,Development,1999-11-13,9999-01-01
498955,Nechama,Kandlur,Engineer,Production,1995-01-16,9999-01-01
499194,Padma,Delgrange,Senior Staff,Customer Service,1999-08-27,9999-01-01
499260,Danae,Honglei,Engineer,Production,1998-09-14,9999-01-01
499495,Baoqiu,Kakkar,Engineer,Development,1999-08-30,9999-01-01
